;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;kernel;alpha;n_restarts_optimizer;standardize;normalize_y;one_step_ahead;optimized_kernel;RMSE_Train_RW;RMSE_Test_RW;RMSE_Train_seasRW;RMSE_Test_seasRW;RMSE_Train_HA;RMSE_Test_HA;RMSE_Train;RMSE_Test;shuf_cv_rmse_mean;shuf_cv_rmse_std;shuf_cv_rmse_0;shuf_cv_rmse_1;shuf_cv_rmse_2;shuf_cv_rmse_3;shuf_cv_rmse_4
40;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52);10;0;False;False;False;316**2 + ExpSineSquared(length_scale=1e+05, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003156994;2313,024532637;1000,9975242795;92,2274514732;942,5524604986;1078,2101020305;846,5771112194;1061,5649140539;1076,0830335951
668;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2;10;5;True;False;False;316**2;652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003157044;2313,0245326112;1000,9975242799;92,2274514644;942,552460498;1078,2101020302;846,577111237;1061,5649140716;1076,0830335626
1525;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5);10;5;False;True;False;0.00316**2 * Matern(length_scale=1.83, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,8990122856;2313,0241245675;1000,9975441712;92,2273385735;942,5527214381;1078,210009676;846,5772211441;1061,564863217;1076,0829053806
1790;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + WhiteKernel(noise_level=1);10;5;True;True;False;Matern(length_scale=1e+05, nu=1.5) * RBF(length_scale=1e+05) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003104196;2313,0242416829;1000,9975512065;92,2272617318;942,5528052369;1078,2097305715;846,5773305635;1061,5649445021;1076,0829451587
1953;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52);10;10;True;True;False;0.00316**2 * Matern(length_scale=69.1, nu=1.5) + ExpSineSquared(length_scale=6.56e+03, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,900241782;2313,0241360126;1000,9975549983;92,2273123267;942,5526956611;1078,2099940952;846,5773015828;1061,5649400797;1076,0828435729
1696;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=52);10;5;True;True;False;Matern(length_scale=1e+05, nu=1.5) * RationalQuadratic(alpha=1e-05, length_scale=1e+05) + ExpSineSquared(length_scale=5.25e+04, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,900310374;2313,0242414195;1000,9975657442;92,2273462926;942,5525656448;1078,210097204;846,5773306781;1061,5648900943;1076,0829450998
1668;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);1000;5;False;True;False;0.00316**2 + Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=0.0187, length_scale=6.5e+03);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,900285728;2313,0242082824;1000,9975699033;92,2273386506;942,5526482329;1078,2100460053;846,5773021911;1061,5649235986;1076,0829294887
1945;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);10;0;True;True;False;0.00624**2 + ExpSineSquared(length_scale=1e+05, periodicity=62) + RationalQuadratic(alpha=0.00321, length_scale=6.3e+03);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,8999827185;2313,0237147889;1000,9975728277;92,2273282413;942,5527612432;1078,210055903;846,5772637978;1061,5648988208;1076,0828843737
1309;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1) + WhiteKernel(noise_level=1);1000;10;True;True;False;ExpSineSquared(length_scale=285, periodicity=62) + RBF(length_scale=1.82e+04) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,900299764;2313,0242387648;1000,9975744041;92,2273174877;942,5527257496;1078,2100899386;846,5773143869;1061,564812865;1076,0829290805
938;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + RBF(length_scale=1);1000;5;True;True;False;0.00617**2 + RBF(length_scale=4.59e+03);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9002578254;2313,0241722399;1000,9975833984;92,2273274583;942,5527507853;1078,2100507073;846,5772879865;1061,5649100813;1076,0829174313
988;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1) + WhiteKernel(noise_level=1);1000;0;False;True;False;ExpSineSquared(length_scale=1e+05, periodicity=62) * RBF(length_scale=1e+05) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003155787;2313,0242498152;1000,9975915073;92,2272934153;942,5528084956;1078,2101011934;846,5773336219;1061,5649562698;1076,0827579556
1498;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1);1;0;False;True;False;2.13**2 * Matern(length_scale=9.62e+03, nu=1.5) * RationalQuadratic(alpha=1e+05, length_scale=25.4);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;504,5620268557;1317,7309771506;1000,9975920832;92,2273279163;942,552727674;1078,2100759847;846,5773147375;1061,564913502;1076,0829285176
1944;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);10;5;True;True;False;0.00316**2 + Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=1e-05, length_scale=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003104199;2313,0242414922;1000,997592396;92,22732861;942,5527941286;1078,2100360063;846,5772730701;1061,5649411743;1076,0829176009
1046;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52);1000;5;True;True;False;ExpSineSquared(length_scale=209, periodicity=52.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9002764958;2313,0242271543;1000,9975977641;92,2273360075;942,5527548672;1078,2100785681;846,5772910081;1061,5649287963;1076,0829355809
19;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);1000;10;True;True;False;0.00316**2 * ExpSineSquared(length_scale=1.51, periodicity=62) * RationalQuadratic(alpha=0.197, length_scale=5.69);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9002701341;2313,0242087053;1000,9975983437;92,2273288955;942,5527674531;1078,2100694426;846,5772991179;1061,5649243829;1076,0829313219
976;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=52);1000;5;False;True;False;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + ExpSineSquared(length_scale=3.41e+03, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1041,8584572012;2313,0242499593;1000,997600784;92,2273225973;942,5528028987;1078,2101214913;846,5772992122;1061,5648676627;1076,0829126553
81;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2;0,001;5;True;False;False;316**2;652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,900316303;2313,0241883793;1000,997605016;92,2273605974;942,5527973234;1078,2101010979;846,577227106;1061,5649582669;1076,0829412857
449;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1);10;0;True;True;False;0.00316**2 * Matern(length_scale=1.36, nu=1.5) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,8992189611;2313,0242321452;1000,9976052396;92,227332096;942,5527787509;1078,2100839816;846,5772972156;1061,5649293418;1076,0829369082
922;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1);1000;5;True;True;False;0.00316**2 * RationalQuadratic(alpha=0.0861, length_scale=11.5) + WhiteKernel(noise_level=8.32e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,900301433;2313,0242367381;1000,9976108343;92,2273270162;942,5527831875;1078,210082291;846,577313478;1061,5649372322;1076,0829379829
13;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1);1;0;True;True;False;0.00316**2 * Matern(length_scale=1.02, nu=1.5) * RationalQuadratic(alpha=0.997, length_scale=1.01);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,8898706534;2313,0242480611;1000,9976144699;92,2273268699;942,552775413;1078,210088555;846,5773239583;1061,5649426385;1076,0829417846
1721;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);10;10;True;True;False;Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=1e+05) + RationalQuadratic(alpha=1e-05, length_scale=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003090984;2313,0242392852;1000,9976147372;92,2273344227;942,5527642939;1078,2100975213;846,5773151566;1061,564952373;1076,082944341
1926;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);10;10;True;True;False;0.00316**2 + RBF(length_scale=1e+05) + RationalQuadratic(alpha=1e-05, length_scale=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003130623;2313,0242457393;1000,9976175555;92,2273267967;942,5528029896;1078,2100838441;846,577313156;1061,5649411958;1076,0829465921
519;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + RBF(length_scale=1);0,1;0;False;False;False;316**2 + RBF(length_scale=1);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;94,8091195994;2313,0242811589;1000,997618046;92,2273383136;942,5527704546;1078,2101013805;846,5773092441;1061,5649517203;1076,0829574306
1904;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52);0,1;0;False;False;False;316**2 + ExpSineSquared(length_scale=1e-05, periodicity=41);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;94,8091195994;2313,0242811589;1000,997618046;92,2273383136;942,5527704546;1078,2101013805;846,5773092441;1061,5649517203;1076,0829574306
395;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1);0,001;0;False;False;False;316**2 + Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1,0418584598;2313,0242785015;1000,9976190687;92,2273370937;942,5527737468;1078,2101013729;846,5773114264;1061,5649521327;1076,0829566645
1301;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2;1;5;True;False;False;316**2;652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003157072;2313,0242782606;1000,9976190935;92,2273370539;942,5527736406;1078,2101013729;846,5773116071;1061,5649521598;1076,082956687
1717;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2;1;10;True;False;False;316**2;652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003157072;2313,0242782606;1000,9976190935;92,2273370539;942,5527736406;1078,2101013729;846,5773116071;1061,5649521598;1076,082956687
283;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1);1,00E-05;0;False;False;False;316**2 + ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0104289068;2313,0242783012;1000,9976191107;92,2273370364;942,5527739167;1078,2101013729;846,5773115098;1061,5649521571;1076,0829565969
879;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52);1,00E-05;10;False;False;False;316**2 + Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0104289068;2313,0242783012;1000,9976191107;92,2273370364;942,5527739167;1078,2101013729;846,5773115098;1061,5649521571;1076,0829565969
960;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5);1,00E-05;0;False;False;False;316**2 + Matern(length_scale=1, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0104289068;2313,0242783012;1000,9976191107;92,2273370364;942,5527739167;1078,2101013729;846,5773115098;1061,5649521571;1076,0829565969
1054;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52);1,00E-05;0;True;False;False;316**2 + ExpSineSquared(length_scale=1e-05, periodicity=41);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0104289068;2313,0242783012;1000,9976191107;92,2273370364;942,5527739167;1078,2101013729;846,5773115098;1061,5649521571;1076,0829565969
221;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);10;10;True;True;False;0.00316**2 + ExpSineSquared(length_scale=5e+04, periodicity=57.8) + RationalQuadratic(alpha=1e-05, length_scale=1.27e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,8995925142;2313,0230943761;1000,9976202797;92,2273240535;942,5527983072;1078,2100902667;846,577325566;1061,564946599;1076,0829406597
973;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1);10;5;False;True;False;0.00316**2 * RationalQuadratic(alpha=3.21e+04, length_scale=214) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,8992680767;2313,0242499864;1000,9976252654;92,2273221882;942,552804602;1078,2100936118;846,5773336204;1061,5649500432;1076,0829444498
502;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);1000;0;False;True;False;0.00316**2 + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1040,8186734898;2313,0242474766;1000,9976253028;92,2273246937;942,5528014911;1078,210096627;846,5773303346;1061,5649524236;1076,0829456376
1232;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52);1000;10;False;True;False;0.00669**2 + Matern(length_scale=3.08e+04, nu=1.5) * ExpSineSquared(length_scale=4.53e+04, periodicity=57.3);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003117492;2313,0242446048;1000,9976264509;92,2273246164;942,5528046086;1078,2100979633;846,5773305205;1061,5649531547;1076,0829460076
1216;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);10;5;True;True;False;Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=1e-05, length_scale=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003104199;2313,0242414922;1000,9976265288;92,2273243666;942,5528054111;1078,2100982772;846,5773306853;1061,564953164;1076,0829451067
1402;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);10;0;False;True;False;0.00316**2 * RBF(length_scale=1.09) * RationalQuadratic(alpha=0.991, length_scale=1.03);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,8992693781;2313,0242498635;1000,9976266482;92,2273243763;942,5528018222;1078,2100994594;846,5773330055;1061,5649524429;1076,0829465111
465;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5);1000;10;True;True;False;Matern(length_scale=3.21e+04, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,900312168;2313,0242452362;1000,9976267968;92,2273245417;942,5528050983;1078,2100982082;846,5773309291;1061,5649535436;1076,082946205
1463;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1);1000;5;True;True;False;0.00316**2 * RationalQuadratic(alpha=0.039, length_scale=39) + WhiteKernel(noise_level=8.3e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003150612;2313,0242497159;1000,997627254;92,2273252414;942,5528043642;1078,2100996276;846,5773306567;1061,5649544046;1076,0829472166
1073;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1);10;0;True;True;False;0.00316**2 + Matern(length_scale=1e+05, nu=1.5) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,900311741;2313,024243759;1000,9976272616;92,2273244138;942,5528060861;1078,2100990331;846,5773313537;1061,5649539468;1076,0829458885
821;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);1000;0;False;True;False;0.00316**2 + ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1041,858455029;2313,0242488727;1000,9976277232;92,2273244727;942,5528056274;1078,2100991417;846,5773322127;1061,5649546678;1076,0829469662
1238;GeneralCashierData_weekly;full;mean;pca;;;0,8;RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);10;10;True;True;False;RBF(length_scale=1e+05) + RationalQuadratic(alpha=1e-05, length_scale=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003130623;2313,0242457393;1000,9976280751;92,2273243592;942,5528070221;1078,2100997884;846,5773322046;1061,5649547681;1076,0829465921
1080;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);10;10;True;True;False;0.00316**2 + ExpSineSquared(length_scale=5e+04, periodicity=57.9) + RationalQuadratic(alpha=1e-05, length_scale=1.26e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9002330918;2313,0241175314;1000,9976284257;92,2273242637;942,5528072341;1078,2100999102;846,5773328265;1061,5649551068;1076,0829470511
1638;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);10;5;True;True;False;0.00316**2 + ExpSineSquared(length_scale=5e+04, periodicity=57.9) + RationalQuadratic(alpha=1e-05, length_scale=1.26e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9002330918;2313,0241175314;1000,9976284257;92,2273242637;942,5528072341;1078,2100999102;846,5773328265;1061,5649551068;1076,0829470511
1880;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1);10;5;True;True;False;Matern(length_scale=0.011, nu=1.5) * WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=1e-05, length_scale=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003143838;2313,0242479111;1000,9976288349;92,2273243724;942,5528077843;1078,2101005441;846,5773329341;1061,5649555638;1076,082947348
1671;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);10;10;True;True;False;ExpSineSquared(length_scale=1e+05, periodicity=62) + RationalQuadratic(alpha=1e-05, length_scale=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003143711;2313,0242478433;1000,997628841;92,2273243555;942,55280782;1078,2101005369;846,5773329573;1061,5649555628;1076,082947328
1057;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1);1;0;True;True;False;0.00316**2 * RationalQuadratic(alpha=0.000285, length_scale=2.41e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003157026;2313,0242499858;1000,9976290313;92,2273246009;942,552807137;1078,2101010462;846,5773331504;1061,5649559954;1076,0829478277
1168;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);1000;10;False;True;False;Matern(length_scale=11.9, nu=1.5) * ExpSineSquared(length_scale=0.000507, periodicity=42.1) + RationalQuadratic(alpha=3.08e+04, length_scale=4.53e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1041,8584566396;2313,0242491584;1000,9976291335;92,2273243925;942,5528080139;1078,2101007864;846,5773332311;1061,5649558772;1076,082947759
693;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1) + RBF(length_scale=1);1000;5;True;True;False;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,900315583;2313,024249823;1000,9976291737;92,2273241866;942,5528081462;1078,2101008738;846,5773336278;1061,5649559826;1076,082947238
517;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + RBF(length_scale=1);1000;10;True;True;False;0.00401**2 + RBF(length_scale=5e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003152176;2313,0242493321;1000,9976292322;92,227324378;942,5528081462;1078,2101008738;846,577333339;1061,5649559826;1076,0829478195
100;GeneralCashierData_weekly;full;mean;None;;;0,8;RationalQuadratic(alpha=1, length_scale=1);1000;10;True;True;False;RationalQuadratic(alpha=1.61e-05, length_scale=5e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003152183;2313,0242493335;1000,9976292329;92,2273243779;942,5528081469;1078,2101008745;846,5773333396;1061,5649559832;1076,08294782
1021;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * WhiteKernel(noise_level=1);1000;5;False;True;False;Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=1) * WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003153295;2313,0242494759;1000,9976293205;92,2273243769;942,5528082513;1078,2101009831;846,5773334201;1061,564956067;1076,0829478811
1194;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);1000;5;False;True;False;Matern(length_scale=1e+05, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003153295;2313,0242494759;1000,9976293205;92,2273243769;942,5528082513;1078,2101009831;846,5773334201;1061,564956067;1076,0829478811
536;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * WhiteKernel(noise_level=1);1000;5;True;True;False;Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=1) * WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003153393;2313,0242494956;1000,9976293294;92,2273243714;942,5528082678;1078,2101009802;846,5773334351;1061,5649560799;1076,082947884
746;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) + Matern(length_scale=1, nu=1.5);1000;0;True;True;False;0.00316**2 * ExpSineSquared(length_scale=6.26e+04, periodicity=50.6) + Matern(length_scale=1e+05, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003153393;2313,0242494956;1000,9976293294;92,2273243714;942,5528082678;1078,2101009802;846,5773334351;1061,5649560799;1076,082947884
1869;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52);1000;10;True;True;False;0.00316**2 * Matern(length_scale=1.18, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52.2);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1042,9003048735;2313,024249839;1000,9976293464;92,2273244152;942,5528081188;1078,2101011153;846,5773334614;1061,5649561035;1076,0829479329
