;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;kernel;alpha;n_restarts_optimizer;standardize;normalize_y;one_step_ahead;optimized_kernel;RMSE_Train_RW;RMSE_Test_RW;RMSE_Train_seasRW;RMSE_Test_seasRW;RMSE_Train_HA;RMSE_Test_HA;RMSE_Train;RMSE_Test;shuf_cv_rmse_mean;shuf_cv_rmse_std;shuf_cv_rmse_0;shuf_cv_rmse_1;shuf_cv_rmse_2;shuf_cv_rmse_3;shuf_cv_rmse_4
490;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);0,001;10;True;False;False;ExpSineSquared(length_scale=0.247, periodicity=41) + RationalQuadratic(alpha=1.44, length_scale=6.46);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,4483058008;1698,2842058537;589,8993597161;97,2931576014;493,9363952033;667,4301456575;478,3279311405;580,0305193648;729,7718072145
1856;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);0,1;5;False;False;False;Matern(length_scale=9.04, nu=1.5) + RationalQuadratic(alpha=0.636, length_scale=0.444);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;42,5551056514;1659,3242805788;589,9634149331;93,451503251;500,7983814457;669,3414682902;477,8840275372;582,2411404216;719,5520569707
1409;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);1;0;False;False;False;Matern(length_scale=1.67e+03, nu=1.5) * RBF(length_scale=13) * RationalQuadratic(alpha=0.487, length_scale=6.91);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;444,0865608846;1661,4930740943;590,0151122858;94,2707847605;505,1602034616;667,2982875524;472,9897649815;582,2968284008;722,3304770327
1766;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);0,001;5;False;False;False;Matern(length_scale=9.07, nu=1.5) + RBF(length_scale=3.37) * RationalQuadratic(alpha=0.0917, length_scale=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,4482069776;1656,53436978;590,1357740971;92,5922480708;506,8661562831;663,4415467237;473,040197526;587,4248853361;719,9060846167
169;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=52);1;0;True;False;False;Matern(length_scale=25.4, nu=1.5) * RationalQuadratic(alpha=1.43, length_scale=2.81) + ExpSineSquared(length_scale=0.891, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;299,3368672323;1694,7393208284;590,2609921305;99,4437956888;494,3697821422;661,7888192454;470,8575362011;589,5415498714;734,7472731925
1037;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);0,1;0;False;False;False;Matern(length_scale=9.04, nu=1.5) * ExpSineSquared(length_scale=136, periodicity=62) + RationalQuadratic(alpha=0.636, length_scale=0.444);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;42,5552667268;1659,3275941436;590,2666762802;93,9231058265;504,1524430858;670,9046978417;474,4651925649;582,2561465522;719,5549013562
599;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1);0,001;0;True;False;False;316**2 * RBF(length_scale=8.64) + WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;485,804923933;1639,180675621;590,3734589445;90,6481418503;512,7322916211;669,5541147609;473,8560844263;582,2825068533;713,4422970609
277;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1);0,001;5;True;False;False;316**2 * RBF(length_scale=8.64) + WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;485,804923933;1639,180675621;590,3734652966;90,6481510306;512,7322916255;669,5541146689;473,8560844263;582,2825049546;713,4423308076
1618;GeneralCashierData_weekly;full;mean;pca;;;0,8;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);0,001;0;False;False;False;RBF(length_scale=10.8) * RationalQuadratic(alpha=0.174, length_scale=0.724);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,8935297358;1653,2103352245;590,4835547405;96,8145579159;502,5087992802;667,0113371987;469,3338842625;586,778103554;726,7856494072
1662;GeneralCashierData_weekly;full;mean;pca;;;0,8;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);0,001;5;False;False;False;RBF(length_scale=10.8) * RationalQuadratic(alpha=0.174, length_scale=0.724);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,8935297358;1653,2103352245;590,4835547405;96,8145579159;502,5087992802;667,0113371987;469,3338842625;586,778103554;726,7856494072
1156;GeneralCashierData_weekly;full;mean;pca;;;0,8;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);1,00E-05;5;False;False;False;RBF(length_scale=10.8) * RationalQuadratic(alpha=0.174, length_scale=0.722);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0089441595;1653,2080811593;590,4835840783;96,8143161385;502,5092757312;667,0122225805;469,3334552824;586,7787299139;726,7842368833
1119;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);0,1;10;False;False;False;Matern(length_scale=9.33, nu=1.5) + RBF(length_scale=3.76) * RationalQuadratic(alpha=0.0759, length_scale=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;42,5491584149;1658,8967877554;590,59840519;97,054834972;499,8425319461;670,0498888103;471,4605041057;585,6497454208;725,9893556674
1601;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);1;0;False;False;False;316**2 + Matern(length_scale=2.76, nu=1.5) + RationalQuadratic(alpha=1e+05, length_scale=6.67);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;264,468512072;1601,6705902644;590,6953656138;92,3005304684;491,0801540594;615,0139753256;486,7020773065;629,3730756035;731,3075457741
177;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1);0,001;5;True;False;False;Matern(length_scale=8.83, nu=1.5) + ExpSineSquared(length_scale=1.19, periodicity=42) * RBF(length_scale=0.237);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,4444365419;1698,1310962237;590,7745439538;95,7331468807;492,7752067384;667,1334098417;482,0619949535;584,9747999913;726,9273082442
199;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);0,001;10;True;False;False;Matern(length_scale=82.8, nu=1.5) * RBF(length_scale=1.63) + RationalQuadratic(alpha=1.44, length_scale=6.46);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,448118372;1698,4961646975;590,8892551434;96,2798144089;493,5258056937;661,3099305824;478,55700523;591,2699985558;729,7835356552
1862;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52);0,001;10;True;True;False;1.31**2 * ExpSineSquared(length_scale=0.771, periodicity=41);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,7367128083;1595,6017182929;591,1820948293;70,3340154524;522,4682455219;690,5678745302;520,0953478897;565,2092147414;657,5697914634
1818;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1);0,001;5;True;True;False;1.31**2 * ExpSineSquared(length_scale=0.771, periodicity=41) * RBF(length_scale=5.11e+03);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,7365031771;1595,6133683172;591,182550377;70,3356695058;522,4676578502;690,5680489832;520,0950716399;565,2058873498;657,5760860617
1845;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);1;5;False;False;False;Matern(length_scale=29.2, nu=1.5) * ExpSineSquared(length_scale=0.917, periodicity=62) + RationalQuadratic(alpha=0.662, length_scale=2);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;298,016122354;1661,7655830255;591,4505668567;96,1651660746;501,0590855175;665,655129049;473,9570717408;588,2129211793;728,368626797
